drug1,drug2,cell,label
Sorafenib,Levothyroxine,HEP3B217,0
Sorafenib,Framycetin,HEP3B217,0
Sorafenib,Acitretin,HEP3B217,0
Sorafenib,Nabumetone,HEP3B217,0
Sorafenib,Methscopolamine bromide,HEP3B217,0
Sorafenib,Ketorolac,HEP3B217,0
Sorafenib,Enoxacin,HEP3B217,0
Sorafenib,Quinine,HEP3B217,0
Sorafenib,Tenoxicam,HEP3B217,0
Sorafenib,Dronabinol,HEP3B217,0
Sorafenib,Montelukast,HEP3B217,0
Sorafenib,Chlordiazepoxide,HEP3B217,0
Sorafenib,Raloxifene,HEP3B217,0
Sorafenib,Celecoxib,HEP3B217,0
Sorafenib,Nabilone,HEP3B217,0
Sorafenib,Pefloxacin,HEP3B217,0
Sorafenib,Sotalol,HEP3B217,0
Sorafenib,Miglitol,HEP3B217,0
Sorafenib,Fosinopril,HEP3B217,0
Sorafenib,Cefotaxime,HEP3B217,0
Sorafenib,Entacapone,HEP3B217,0
Sorafenib,Zidovudine,HEP3B217,0
Sorafenib,Darifenacin,HEP3B217,0
Sorafenib,Oxycodone,HEP3B217,0
Sorafenib,Phenindione,HEP3B217,0
Sorafenib,Flutamide,HEP3B217,0
Sorafenib,Tolmetin,HEP3B217,0
Sorafenib,Haloperidol,HEP3B217,0
Sorafenib,Ritonavir,HEP3B217,0
Sorafenib,Levallorphan,HEP3B217,0
Sorafenib,Nitazoxanide,HEP3B217,0
Sorafenib,Dextrothyroxine,HEP3B217,0
Sorafenib,Acetyldigitoxin,HEP3B217,0
Sorafenib,Aminocaproic acid,HEP3B217,0
Sorafenib,Albendazole,HEP3B217,0
Sorafenib,Trandolapril,HEP3B217,0
Sorafenib,Carteolol,HEP3B217,0
Sorafenib,Metolazone,HEP3B217,0
Sorafenib,Cinchocaine,HEP3B217,0
Sorafenib,Lercanidipine,HEP3B217,0
Sorafenib,Erlotinib,HEP3B217,0
Sorafenib,Mephenytoin,HEP3B217,0
Sorafenib,Rofecoxib,HEP3B217,0
Sorafenib,Chlormerodrin,HEP3B217,0
Sorafenib,Cefdinir,HEP3B217,0
Sorafenib,Ciprofloxacin,HEP3B217,0
Sorafenib,Vincristine,HEP3B217,0
Sorafenib,Benazepril,HEP3B217,0
Sorafenib,Fluorouracil,HEP3B217,0
Sorafenib,Desoximetasone,HEP3B217,0
Sorafenib,Zafirlukast,HEP3B217,0
Sorafenib,Propylthiouracil,HEP3B217,0
Sorafenib,Acetohydroxamic acid,HEP3B217,0
Sorafenib,Pentostatin,HEP3B217,0
Sorafenib,Piroxicam,HEP3B217,0
Sorafenib,Lamotrigine,HEP3B217,0
Sorafenib,Hydroxyzine,HEP3B217,0
Sorafenib,Zanamivir,HEP3B217,0
Sorafenib,Bosentan,HEP3B217,0
Sorafenib,Benzthiazide,HEP3B217,0
Sorafenib,Methotrexate,HEP3B217,0
Sorafenib,Carbamazepine,HEP3B217,0
Sorafenib,Cisatracurium,HEP3B217,0
Sorafenib,Vinblastine,HEP3B217,0
Sorafenib,Propranolol,HEP3B217,0
Sorafenib,Atropine,HEP3B217,0
Sorafenib,Fenoprofen,HEP3B217,0
Sorafenib,Mazindol,HEP3B217,0
Sorafenib,Valdecoxib,HEP3B217,0
Sorafenib,Levocarnitine,HEP3B217,0
Sorafenib,Enalapril,HEP3B217,0
Sorafenib,Diclofenac,HEP3B217,0
Sorafenib,Fluticasone propionate,HEP3B217,0
Sorafenib,Lisuride,HEP3B217,0
Sorafenib,Doxazosin,HEP3B217,0
Sorafenib,Fluocinolone acetonide,HEP3B217,0
Sorafenib,Ethosuximide,HEP3B217,0
Sorafenib,Amiloride,HEP3B217,0
Sorafenib,Ulobetasol,HEP3B217,0
Sorafenib,Labetalol,HEP3B217,0
Sorafenib,Thiopental,HEP3B217,0
Sorafenib,Monobenzone,HEP3B217,0
Sorafenib,Medroxyprogesterone acetate,HEP3B217,0
Sorafenib,Cisapride,HEP3B217,0
Sorafenib,Sulindac,HEP3B217,0
Sorafenib,Cyclothiazide,HEP3B217,0
Sorafenib,Ethionamide,HEP3B217,0
Sorafenib,Metaraminol,HEP3B217,0
Sorafenib,Butorphanol,HEP3B217,0
Sorafenib,Bisoprolol,HEP3B217,0
Sorafenib,Amodiaquine,HEP3B217,0
Sorafenib,Rifabutin,HEP3B217,0
Sorafenib,Demeclocycline,HEP3B217,0
Sorafenib,Imatinib,HEP3B217,0
Sorafenib,Triamcinolone,HEP3B217,0
Sorafenib,Nicardipine,HEP3B217,0
Sorafenib,Fluphenazine,HEP3B217,0
Sorafenib,Testosterone,HEP3B217,0
Sorafenib,Bacitracin,HEP3B217,0
Sorafenib,Niacin,HEP3B217,0
Sorafenib,Clorazepic acid,HEP3B217,0
Sorafenib,Guanabenz,HEP3B217,0
Sorafenib,Alendronic acid,HEP3B217,0
Sorafenib,Clofarabine,HEP3B217,0
Sorafenib,Dexmedetomidine,HEP3B217,0
Sorafenib,Adenosine,HEP3B217,0
Sorafenib,Simvastatin,HEP3B217,0
Sorafenib,Pemetrexed,HEP3B217,0
Sorafenib,Mebendazole,HEP3B217,0
Sorafenib,Gonadorelin,HEP3B217,0
Sorafenib,Dyclonine,HEP3B217,0
Sorafenib,Dyphylline,HEP3B217,0
Sorafenib,Pentazocine,HEP3B217,0
Sorafenib,Latanoprost,HEP3B217,0
Sorafenib,Estrone,HEP3B217,0
Sorafenib,Acamprosate,HEP3B217,0
Sorafenib,Flumethasone,HEP3B217,0
Sorafenib,Nilutamide,HEP3B217,0
Sorafenib,Nafarelin,HEP3B217,0
Sorafenib,Epinephrine,HEP3B217,0
Sorafenib,Sumatriptan,HEP3B217,0
Sorafenib,Pirenzepine,HEP3B217,0
Sorafenib,Aprepitant,HEP3B217,0
Sorafenib,Losartan,HEP3B217,0
Sorafenib,Moricizine,HEP3B217,0
Sorafenib,Warfarin,HEP3B217,0
Sorafenib,Trovafloxacin,HEP3B217,0
Sorafenib,Pentosan polysulfate,HEP3B217,0
Sorafenib,Fludrocortisone,HEP3B217,0
Sorafenib,Mycophenolate mofetil,HEP3B217,0
Sorafenib,Moexipril,HEP3B217,0
Sorafenib,Phentolamine,HEP3B217,0
Sorafenib,Daunorubicin,HEP3B217,0
Sorafenib,Furosemide,HEP3B217,0
Sorafenib,Ergotamine,HEP3B217,0
Sorafenib,Eplerenone,HEP3B217,0
Sorafenib,Methazolamide,HEP3B217,0
Sorafenib,Naltrexone,HEP3B217,0
Sorafenib,Tamsulosin,HEP3B217,0
Sorafenib,Ibandronate,HEP3B217,0
Sorafenib,Oxacillin,HEP3B217,0
Sorafenib,Apomorphine,HEP3B217,0
Sorafenib,Nedocromil,HEP3B217,0
Sorafenib,Norethisterone,HEP3B217,0
Sorafenib,Lisinopril,HEP3B217,0
Sorafenib,Methoxamine,HEP3B217,0
Sorafenib,Imiquimod,HEP3B217,0
Sorafenib,Homatropine methylbromide,HEP3B217,0
Sorafenib,Rocuronium,HEP3B217,0
Sorafenib,Nateglinide,HEP3B217,0
Sorafenib,Atracurium besylate,HEP3B217,0
Sorafenib,Pralidoxime,HEP3B217,0
Sorafenib,Esomeprazole,HEP3B217,0
Sorafenib,Riluzole,HEP3B217,0
Sorafenib,Hydrocortisone,HEP3B217,0
Sorafenib,Zileuton,HEP3B217,0
Sorafenib,Modafinil,HEP3B217,0
Sorafenib,Deferoxamine,HEP3B217,0
Sorafenib,Scopolamine,HEP3B217,0
Sorafenib,Etodolac,HEP3B217,0
Sorafenib,Prilocaine,HEP3B217,0
Sorafenib,Ethotoin,HEP3B217,0
Sorafenib,Hexachlorophene,HEP3B217,0
Sorafenib,Dolasetron,HEP3B217,0
Sorafenib,Tetracycline,HEP3B217,0
Sorafenib,Irinotecan,HEP3B217,0
Sorafenib,Metyrosine,HEP3B217,0
Sorafenib,Olopatadine,HEP3B217,0
Sorafenib,Hydrocortamate,HEP3B217,0
Sorafenib,Alprostadil,HEP3B217,0
Sorafenib,Clidinium,HEP3B217,0
Sorafenib,Etoposide,HEP3B217,0
Sorafenib,Hydroflumethiazide,HEP3B217,0
Sorafenib,Tirofiban,HEP3B217,0
Sorafenib,Oxcarbazepine,HEP3B217,0
Sorafenib,Propiomazine,HEP3B217,0
Sorafenib,Roxithromycin,HEP3B217,0
Sorafenib,Propantheline,HEP3B217,0
Sorafenib,Estradiol,HEP3B217,0
Sorafenib,Mefenamic acid,HEP3B217,0
Sorafenib,Naproxen,HEP3B217,0
Sorafenib,Gadopentetic acid,HEP3B217,0
Sorafenib,Perindopril,HEP3B217,0
Sorafenib,Primidone,HEP3B217,0
Sorafenib,Sulfasalazine,HEP3B217,0
Sorafenib,Candesartan cilexetil,HEP3B217,0
Sorafenib,Gentamicin,HEP3B217,0
Sorafenib,Fenoldopam,HEP3B217,0
Sorafenib,Halazepam,HEP3B217,0
Sorafenib,Minaprine,HEP3B217,0
Sorafenib,Indapamide,HEP3B217,0
Sorafenib,Tropicamide,HEP3B217,0
Sorafenib,Biperiden,HEP3B217,0
Sorafenib,Ribavirin,HEP3B217,0
Sorafenib,Meloxicam,HEP3B217,0
Sorafenib,Orciprenaline,HEP3B217,0
Sorafenib,Propofol,HEP3B217,0
Sorafenib,Acetazolamide,HEP3B217,0
Sorafenib,Tadalafil,HEP3B217,0
Sorafenib,Enprofylline,HEP3B217,0
Sorafenib,Levomenthol,HEP3B217,0
Sorafenib,Mifepristone,HEP3B217,0
Sorafenib,Loperamide,HEP3B217,0
Sorafenib,Clocortolone,HEP3B217,0
Sorafenib,Tolazamide,HEP3B217,0
Sorafenib,Dobutamine,HEP3B217,0
Sorafenib,Oxazepam,HEP3B217,0
Sorafenib,Donepezil,HEP3B217,0
Sorafenib,Nalbuphine,HEP3B217,0
Sorafenib,Clofazimine,HEP3B217,0
Sorafenib,Flurandrenolide,HEP3B217,0
Sorafenib,Cysteamine,HEP3B217,0
Sorafenib,Perphenazine,HEP3B217,0
Sorafenib,Dacarbazine,HEP3B217,0
Sorafenib,Pseudoephedrine,HEP3B217,0
Sorafenib,Levorphanol,HEP3B217,0
Sorafenib,Aminolevulinic acid,HEP3B217,0
Sorafenib,Prednisolone,HEP3B217,0
Sorafenib,Diflunisal,HEP3B217,0
Sorafenib,Vardenafil,HEP3B217,0
Sorafenib,Tacrolimus,HEP3B217,0
Sorafenib,Ritodrine,HEP3B217,0
Sorafenib,Dorzolamide,HEP3B217,0
Sorafenib,Suprofen,HEP3B217,0
Sorafenib,Conivaptan,HEP3B217,0
Sorafenib,Guaifenesin,HEP3B217,0
Sorafenib,Flupentixol,HEP3B217,0
Sorafenib,Eprosartan,HEP3B217,0
Sorafenib,Sirolimus,HEP3B217,0
Sorafenib,Chlorothiazide,HEP3B217,0
Sorafenib,Quinapril,HEP3B217,0
Sorafenib,Risedronic acid,HEP3B217,0
Sorafenib,Bumetanide,HEP3B217,0
Sorafenib,Granisetron,HEP3B217,0
Sorafenib,Dienestrol,HEP3B217,0
Sorafenib,Oxybuprocaine,HEP3B217,0
Sorafenib,Testolactone,HEP3B217,0
Sorafenib,Rimexolone,HEP3B217,0
Sorafenib,Triazolam,HEP3B217,0
Sorafenib,Ethanol,HEP3B217,0
Sorafenib,Didanosine,HEP3B217,0
Sorafenib,Etacrynic acid,HEP3B217,0
Sorafenib,Ondansetron,HEP3B217,0
Sorafenib,Bimatoprost,HEP3B217,0
Sorafenib,Tiagabine,HEP3B217,0
Sorafenib,Quinidine,HEP3B217,0
Sorafenib,Zonisamide,HEP3B217,0
Sorafenib,Paricalcitol,HEP3B217,0
Sorafenib,Repaglinide,HEP3B217,0
Sorafenib,Phenformin,HEP3B217,0
Sorafenib,Dinoprostone,HEP3B217,0
Sorafenib,Almotriptan,HEP3B217,0
Sorafenib,Ketotifen,HEP3B217,0
Sorafenib,Buprenorphine,HEP3B217,0
Sorafenib,Levosimendan,HEP3B217,0
Sorafenib,Famotidine,HEP3B217,0
Sorafenib,Azacitidine,HEP3B217,0
Sorafenib,Misoprostol,HEP3B217,0
Sorafenib,Mesoridazine,HEP3B217,0
Sorafenib,Salicylic acid,HEP3B217,0
Sorafenib,Diethylpropion,HEP3B217,0
Sorafenib,Salmeterol,HEP3B217,0
Sorafenib,Meclofenamic acid,HEP3B217,0
Sorafenib,Methantheline,HEP3B217,0
Sorafenib,Cycrimine,HEP3B217,0
Sorafenib,Phenprocoumon,HEP3B217,0
Sorafenib,Fulvestrant,HEP3B217,0
Sorafenib,Fexofenadine,HEP3B217,0
Sorafenib,Isoniazid,HEP3B217,0
Sorafenib,Naratriptan,HEP3B217,0
Sorafenib,Rizatriptan,HEP3B217,0
Sorafenib,Hydrocodone,HEP3B217,0
Sorafenib,Norgestimate,HEP3B217,0
Sorafenib,Methylprednisolone,HEP3B217,0
Sorafenib,Pindolol,HEP3B217,0
Sorafenib,Mepivacaine,HEP3B217,0
Sorafenib,Bromfenac,HEP3B217,0
Sorafenib,Telmisartan,HEP3B217,0
Sorafenib,Methyldopa,HEP3B217,0
Sorafenib,Alosetron,HEP3B217,0
Sorafenib,Dactinomycin,HEP3B217,0
Sorafenib,Ezetimibe,HEP3B217,0
Sorafenib,Dipyridamole,HEP3B217,0
Sorafenib,Ethinylestradiol,HEP3B217,0
Sorafenib,Lomefloxacin,HEP3B217,0
Sorafenib,Cyclopentolate,HEP3B217,0
Sorafenib,Ramelteon,HEP3B217,0
Sorafenib,Physostigmine,HEP3B217,0
Sorafenib,Formoterol,HEP3B217,0
Sorafenib,Nandrolone phenpropionate,HEP3B217,0
Sorafenib,Glycopyrronium,HEP3B217,0
Sorafenib,Cytarabine,HEP3B217,0
Sorafenib,Dopamine,HEP3B217,0
Sorafenib,Oxaprozin,HEP3B217,0
Sorafenib,Azathioprine,HEP3B217,0
Sorafenib,Gabapentin,HEP3B217,0
Sorafenib,Doxorubicin,HEP3B217,0
Sorafenib,Frovatriptan,HEP3B217,0
Sorafenib,Hydrochlorothiazide,HEP3B217,0
Sorafenib,Salbutamol,HEP3B217,0
Sorafenib,Levobupivacaine,HEP3B217,0
Sorafenib,Cromoglicic acid,HEP3B217,0
Sorafenib,Hydroxyurea,HEP3B217,0
Sorafenib,Ketoprofen,HEP3B217,0
Sorafenib,Edrophonium,HEP3B217,0
Sorafenib,Clobetasol propionate,HEP3B217,0
Sorafenib,Balsalazide,HEP3B217,0
Sorafenib,Glyburide,HEP3B217,0
Sorafenib,Minocycline,HEP3B217,0
Sorafenib,Guanfacine,HEP3B217,0
Sorafenib,Isosorbide mononitrate,HEP3B217,0
Sorafenib,Trichlormethiazide,HEP3B217,0
Sorafenib,Felodipine,HEP3B217,0
Sorafenib,Mycophenolic acid,HEP3B217,0
Sorafenib,Amlexanox,HEP3B217,0
Sorafenib,Irbesartan,HEP3B217,0
Sorafenib,Topotecan,HEP3B217,0
Sorafenib,Mercaptopurine,HEP3B217,0
Sorafenib,Procainamide,HEP3B217,0
Sorafenib,Tolterodine,HEP3B217,0
Sorafenib,Thalidomide,HEP3B217,0
Sorafenib,Rifampicin,HEP3B217,0
Sorafenib,Lubiprostone,HEP3B217,0
Sorafenib,Fluocinonide,HEP3B217,0
Sorafenib,Abacavir,HEP3B217,0
Sorafenib,Benzylpenicillin,HEP3B217,0
Sorafenib,Nitrendipine,HEP3B217,0
Sorafenib,Tocainide,HEP3B217,0
Sorafenib,Norfloxacin,HEP3B217,0
Sorafenib,Oxybutynin,HEP3B217,0
Sorafenib,Acetophenazine,HEP3B217,0
Sorafenib,Isoprenaline,HEP3B217,0
Sorafenib,Melatonin,HEP3B217,0
Sorafenib,Glipizide,HEP3B217,0
Sorafenib,Clonazepam,HEP3B217,0
Sorafenib,Dihydrotachysterol,HEP3B217,0
Sorafenib,Fludarabine,HEP3B217,0
Sorafenib,Atorvastatin,HEP3B217,0
Sorafenib,Etidronic acid,HEP3B217,0
Sorafenib,Deslanoside,HEP3B217,0
Sorafenib,Tegaserod,HEP3B217,0
Sorafenib,Vigabatrin,HEP3B217,0
Sorafenib,Streptomycin,HEP3B217,0
Sorafenib,Orlistat,HEP3B217,0
Sorafenib,Primaquine,HEP3B217,0
Sorafenib,Iloprost,HEP3B217,0
Sorafenib,Deserpidine,HEP3B217,0
Sorafenib,Ouabain,HEP3B217,0
Sorafenib,Fluvastatin,HEP3B217,0
Sorafenib,Leflunomide,HEP3B217,0
Sorafenib,Rosuvastatin,HEP3B217,0
Sorafenib,Flucytosine,HEP3B217,0
Sorafenib,Pimozide,HEP3B217,0
Sorafenib,Capecitabine,HEP3B217,0
Sorafenib,Arbutamine,HEP3B217,0
Sorafenib,Levocabastine,HEP3B217,0
Sorafenib,Methyprylon,HEP3B217,0
Sorafenib,Trilostane,HEP3B217,0
Sorafenib,Nifedipine,HEP3B217,0
Sorafenib,Atovaquone,HEP3B217,0
Sorafenib,Diazoxide,HEP3B217,0
Sorafenib,Gliclazide,HEP3B217,0
Sorafenib,Phenacemide,HEP3B217,0
Sorafenib,Ambenonium,HEP3B217,0
Sorafenib,Anisindione,HEP3B217,0
Sorafenib,Dutasteride,HEP3B217,0
Sorafenib,Bicalutamide,HEP3B217,0
Sorafenib,Rabeprazole,HEP3B217,0
Sorafenib,Prednicarbate,HEP3B217,0
Sorafenib,Pioglitazone,HEP3B217,0
Sorafenib,Doxacurium,HEP3B217,0
Sorafenib,Carvedilol,HEP3B217,0
Sorafenib,Sulfinpyrazone,HEP3B217,0
Sorafenib,Thiamylal,HEP3B217,0
Sorafenib,Bupropion,HEP3B217,0
Sorafenib,Trimetrexate,HEP3B217,0
Sorafenib,Dinoprost tromethamine,HEP3B217,0
Sorafenib,Terazosin,HEP3B217,0
Sorafenib,Ofloxacin,HEP3B217,0
Sorafenib,Cilostazol,HEP3B217,0
Sorafenib,Procarbazine,HEP3B217,0
Sorafenib,Moclobemide,HEP3B217,0
Sorafenib,Idarubicin,HEP3B217,0
Sorafenib,Chlormezanone,HEP3B217,0
Sorafenib,Podofilox,HEP3B217,0
Sorafenib,Rescinnamine,HEP3B217,0
Sorafenib,Propafenone,HEP3B217,0
Sorafenib,Naloxone,HEP3B217,0
Sorafenib,Domperidone,HEP3B217,0
Sorafenib,Fluoxymesterone,HEP3B217,0
Sorafenib,Pergolide,HEP3B217,0
Sorafenib,Ciclopirox,HEP3B217,0
Sorafenib,Desflurane,HEP3B217,0
Sorafenib,Oxymorphone,HEP3B217,0
Sorafenib,Acebutolol,HEP3B217,0
Sorafenib,Brinzolamide,HEP3B217,0
Sorafenib,Flecainide,HEP3B217,0
Sorafenib,Estramustine,HEP3B217,0
Sorafenib,Captopril,HEP3B217,0
Sorafenib,Zopiclone,HEP3B217,0
Sorafenib,Tubocurarine,HEP3B217,0
Sorafenib,Bromocriptine,HEP3B217,0
Sorafenib,Levetiracetam,HEP3B217,0
Sorafenib,Nadolol,HEP3B217,0
Sorafenib,Mitoxantrone,HEP3B217,0
Sorafenib,Sparfloxacin,HEP3B217,0
Sorafenib,Dezocine,HEP3B217,0
Sorafenib,Levobunolol,HEP3B217,0
Sorafenib,Clarithromycin,HEP3B217,0
Sorafenib,Ceftriaxone,HEP3B217,0
Sorafenib,Fomepizole,HEP3B217,0
Sorafenib,Metipranolol,HEP3B217,0
Sorafenib,Estazolam,HEP3B217,0
Sorafenib,Finasteride,HEP3B217,0
Sorafenib,Halofantrine,HEP3B217,0
Sorafenib,Dantrolene,HEP3B217,0
Sorafenib,Rifaximin,HEP3B217,0
Sorafenib,Ketamine,HEP3B217,0
Sorafenib,Budesonide,HEP3B217,0
Sorafenib,Aminophylline,HEP3B217,0
Sorafenib,Quetiapine,HEP3B217,0
Sorafenib,Mivacurium,HEP3B217,0
Sorafenib,Encainide,HEP3B217,0
Sorafenib,Paclitaxel,HEP3B217,0
Sorafenib,Diphenidol,HEP3B217,0
Sorafenib,Metoclopramide,HEP3B217,0
Sorafenib,Dexamethasone,HEP3B217,0
Sorafenib,Levodopa,HEP3B217,0
Sorafenib,Sevoflurane,HEP3B217,0
Sorafenib,Aripiprazole,HEP3B217,0
Sorafenib,Epoprostenol,HEP3B217,0
Sorafenib,Gemfibrozil,HEP3B217,0
Sorafenib,Isocarboxazid,HEP3B217,0
Sorafenib,Docetaxel,HEP3B217,0
Sorafenib,Olsalazine,HEP3B217,0
Sorafenib,Gliquidone,HEP3B217,0
Sorafenib,Ergometrine,HEP3B217,0
Sorafenib,Dasatinib,HEP3B217,0
Sorafenib,Lisdexamfetamine,HEP3B217,0
Sorafenib,Lapatinib,HEP3B217,0
Sorafenib,Desonide,HEP3B217,0
Sorafenib,Decitabine,HEP3B217,0
Sorafenib,Paliperidone,HEP3B217,0
Sorafenib,Sunitinib,HEP3B217,0
Sorafenib,Arformoterol,HEP3B217,0
Sorafenib,Hydralazine,HEP3B217,0
Sorafenib,Nelarabine,HEP3B217,0
Sorafenib,Lumiracoxib,HEP3B217,0
Sorafenib,Tetracosactide,HEP3B217,0
Sorafenib,Fenoterol,HEP3B217,0
Sorafenib,Pirbuterol,HEP3B217,0
Sorafenib,Glucosamine,HEP3B217,0
Sorafenib,Practolol,HEP3B217,0
Sorafenib,Oxtriphylline,HEP3B217,0
Sorafenib,Fosphenytoin,HEP3B217,0
Sorafenib,Polythiazide,HEP3B217,0
Sorafenib,Quinethazone,HEP3B217,0
Sorafenib,Cefazolin,HEP3B217,0
Sorafenib,Metocurine,HEP3B217,0
Sorafenib,Cilazapril,HEP3B217,0
Sorafenib,Quinidine barbiturate,HEP3B217,0
Sorafenib,Spirapril,HEP3B217,0
Sorafenib,Mestranol,HEP3B217,0
Sorafenib,Penbutolol,HEP3B217,0
Sorafenib,Ephedrine,HEP3B217,0
Sorafenib,Cortisone acetate,HEP3B217,0
Sorafenib,Glymidine,HEP3B217,0
Sorafenib,Yohimbine,HEP3B217,0
Sorafenib,Bezafibrate,HEP3B217,0
Sorafenib,Colchicine,HEP3B217,0
Sorafenib,Drospirenone,HEP3B217,0
Sorafenib,Digitoxin,HEP3B217,0
Sorafenib,Salsalate,HEP3B217,0
Sorafenib,Choline magnesium trisalicylate,HEP3B217,0
Sorafenib,Danazol,HEP3B217,0
Sorafenib,Clenbuterol,HEP3B217,0
Sorafenib,Ciclesonide,HEP3B217,0
Sorafenib,Acenocoumarol,HEP3B217,0
Sorafenib,Antrafenine,HEP3B217,0
Sorafenib,Testosterone propionate,HEP3B217,0
Sorafenib,Paromomycin,HEP3B217,0
Sorafenib,Ajmaline,HEP3B217,0
Sorafenib,Amrinone,HEP3B217,0
Sorafenib,Oxybenzone,HEP3B217,0
Sorafenib,Almitrine,HEP3B217,0
Sorafenib,Alfacalcidol,HEP3B217,0
Sorafenib,Glutethimide,HEP3B217,0
Sorafenib,Phenazopyridine,HEP3B217,0
Sorafenib,gamma-Hydroxybutyric acid,HEP3B217,0
Sorafenib,Bromazepam,HEP3B217,0
Sorafenib,Oxprenolol,HEP3B217,0
Sorafenib,Liotrix,HEP3B217,0
Sorafenib,Ursodeoxycholic acid,HEP3B217,0
Sorafenib,Ketazolam,HEP3B217,0
Sorafenib,Quazepam,HEP3B217,0
Sorafenib,Everolimus,HEP3B217,0
Sorafenib,Nitrazepam,HEP3B217,0
Sorafenib,Cilastatin,HEP3B217,0
Sorafenib,Probucol,HEP3B217,0
Sorafenib,Tiaprofenic acid,HEP3B217,0
Sorafenib,Periciazine,HEP3B217,0
Sorafenib,Hydroxychloroquine,HEP3B217,0
Sorafenib,Molindone,HEP3B217,0
Sorafenib,Phenindamine,HEP3B217,0
Sorafenib,Pipotiazine,HEP3B217,0
Sorafenib,Zuclopenthixol,HEP3B217,0
Sorafenib,Isopropamide,HEP3B217,0
Sorafenib,Etoricoxib,HEP3B217,0
Sorafenib,5-O-phosphono-alpha-D-ribofuranosyl diphosphate,HEP3B217,0
Sorafenib,Roflumilast,HEP3B217,0
Sorafenib,Rutin,HEP3B217,0
Sorafenib,Prasterone,HEP3B217,0
Sorafenib,Taurine,HEP3B217,0
Sorafenib,Cocarboxylase,HEP3B217,0
Sorafenib,Flufenamic acid,HEP3B217,0
Sorafenib,Calcipotriol,HEP3B217,0
Sorafenib,gamma-Aminobutyric acid,HEP3B217,0
Sorafenib,Vorinostat,HEP3B217,0
Sorafenib,Cholic Acid,HEP3B217,0
Sorafenib,Fusidic acid,HEP3B217,0
Sorafenib,Sucrose,HEP3B217,0
Sorafenib,Pregnenolone,HEP3B217,0
Sorafenib,D-Methionine,HEP3B217,0
Sorafenib,Piretanide,HEP3B217,0
Sorafenib,Glycolic acid,HEP3B217,0
Sorafenib,Pidolic acid,HEP3B217,0
Sorafenib,Flavin adenine dinucleotide,HEP3B217,0
Sorafenib,Propyl alcohol,HEP3B217,0
Sorafenib,Flavin mononucleotide,HEP3B217,0
Sorafenib,Phenol,HEP3B217,0
Sorafenib,Glutathione disulfide,HEP3B217,0
Sorafenib,Oxyphenbutazone,HEP3B217,0
Sorafenib,Ribostamycin,HEP3B217,0
Sorafenib,Deoxycholic acid,HEP3B217,0
Sorafenib,Tromethamine,HEP3B217,0
Sorafenib,Urea,HEP3B217,0
Sorafenib,D-Serine,HEP3B217,0
Sorafenib,Citric acid,HEP3B217,0
Sorafenib,Carbocisteine,HEP3B217,0
Sorafenib,Taurocholic acid,HEP3B217,0
Sorafenib,Lactose,HEP3B217,0
Sorafenib,Cholesterol,HEP3B217,0
Sorafenib,Gluconolactone,HEP3B217,0
Sorafenib,Estriol,HEP3B217,0
Sorafenib,Estrone sulfate,HEP3B217,0
Sorafenib,Quinestrol,HEP3B217,0
Sorafenib,Carboxin,HEP3B217,0
Sorafenib,Hesperidin,HEP3B217,0
Sorafenib,Nimesulide,HEP3B217,0
Sorafenib,Metamizole,HEP3B217,0
Sorafenib,Nialamide,HEP3B217,0
Sorafenib,Phenolphthalein,HEP3B217,0
Sorafenib,Maraviroc,HEP3B217,0
Sorafenib,Clofedanol,HEP3B217,0
Sorafenib,Cyclandelate,HEP3B217,0
Sorafenib,Cyproterone acetate,HEP3B217,0
Sorafenib,Fluspirilene,HEP3B217,0
Sorafenib,Mepenzolate,HEP3B217,0
Sorafenib,Tetrabenazine,HEP3B217,0
Sorafenib,Ixabepilone,HEP3B217,0
Sorafenib,Celiprolol,HEP3B217,0
Sorafenib,Roxadustat,HEP3B217,0
Sorafenib,Febuxostat,HEP3B217,0
Sorafenib,Dronedarone,HEP3B217,0
Sorafenib,Nebivolol,HEP3B217,0
Sorafenib,Huperzine A,HEP3B217,0
Sorafenib,Omacetaxine mepesuccinate,HEP3B217,0
Sorafenib,Nilotinib,HEP3B217,0
Sorafenib,Vildagliptin,HEP3B217,0
Sorafenib,Enoximone,HEP3B217,0
Sorafenib,Bepotastine,HEP3B217,0
Sorafenib,Ximelagatran,HEP3B217,0
Sorafenib,Flibanserin,HEP3B217,0
Sorafenib,Clevidipine,HEP3B217,0
Sorafenib,Afamelanotide,HEP3B217,0
Sorafenib,Ospemifene,HEP3B217,0
Sorafenib,Iloperidone,HEP3B217,0
Sorafenib,Ezogabine,HEP3B217,0
Sorafenib,Ingenol mebutate,HEP3B217,0
Sorafenib,Belinostat,HEP3B217,0
Sorafenib,Migalastat,HEP3B217,0
Sorafenib,Indacaterol,HEP3B217,0
Sorafenib,Ganaxolone,HEP3B217,0
Sorafenib,Crisaborole,HEP3B217,0
Sorafenib,Cobimetinib,HEP3B217,0
Sorafenib,Methsuximide,HEP3B217,0
Sorafenib,Rotigotine,HEP3B217,0
Sorafenib,Vandetanib,HEP3B217,0
Sorafenib,Pimavanserin,HEP3B217,0
Sorafenib,Dexlansoprazole,HEP3B217,0
Sorafenib,Histamine,HEP3B217,0
Sorafenib,Palovarotene,HEP3B217,0
Sorafenib,Telaprevir,HEP3B217,0
Sorafenib,Brivaracetam,HEP3B217,0
Sorafenib,Sodium stibogluconate,HEP3B217,0
