drug1,drug2,cell,label
DOXORUBICIN,DASATINIB,UACC62,1
DOXORUBICIN,DASATINIB,VCAP,1
DOXORUBICIN,DASATINIB,ZR751,1
DOXORUBICIN,ERLOTINIB,A375,0
DOXORUBICIN,ERLOTINIB,A427,0
DOXORUBICIN,ERLOTINIB,ES2,0
DOXORUBICIN,ERLOTINIB,HCT116,1
DOXORUBICIN,ERLOTINIB,LOVO,1
DOXORUBICIN,ERLOTINIB,MDAMB436,0
DOXORUBICIN,ERLOTINIB,NCIH1650,1
DOXORUBICIN,ERLOTINIB,NCIH2122,1
DOXORUBICIN,ERLOTINIB,NCIH520,0
DOXORUBICIN,ERLOTINIB,OV90,0
DOXORUBICIN,ERLOTINIB,RKO,1
DOXORUBICIN,ERLOTINIB,RPMI7951,0
DOXORUBICIN,ERLOTINIB,SKMEL30,0
DOXORUBICIN,ERLOTINIB,SKMES1,0
DOXORUBICIN,ERLOTINIB,SKOV3,0
DOXORUBICIN,ERLOTINIB,SW837,1
DOXORUBICIN,ERLOTINIB,T47D,1
DOXORUBICIN,ERLOTINIB,UACC62,1
DOXORUBICIN,ERLOTINIB,VCAP,1
DOXORUBICIN,ERLOTINIB,ZR751,1
DOXORUBICIN,GELDANAMYCIN,A375,0
DOXORUBICIN,GELDANAMYCIN,CAOV3,0
DOXORUBICIN,GELDANAMYCIN,HCT116,0
DOXORUBICIN,GELDANAMYCIN,HT144,0
DOXORUBICIN,GELDANAMYCIN,HT29,0
DOXORUBICIN,GELDANAMYCIN,KPL1,0
DOXORUBICIN,GELDANAMYCIN,LOVO,0
DOXORUBICIN,GELDANAMYCIN,MDAMB436,0
DOXORUBICIN,GELDANAMYCIN,NCIH1650,0
DOXORUBICIN,GELDANAMYCIN,NCIH2122,0
DOXORUBICIN,GELDANAMYCIN,NCIH23,0
DOXORUBICIN,GELDANAMYCIN,NCIH520,0
DOXORUBICIN,GELDANAMYCIN,OV90,0
DOXORUBICIN,GELDANAMYCIN,RKO,0
DOXORUBICIN,GELDANAMYCIN,RPMI7951,0
DOXORUBICIN,GELDANAMYCIN,SKMEL30,0
DOXORUBICIN,GELDANAMYCIN,SKMES1,0
DOXORUBICIN,GELDANAMYCIN,SKOV3,0
DOXORUBICIN,GELDANAMYCIN,SW620,0
DOXORUBICIN,GELDANAMYCIN,UACC62,0
DOXORUBICIN,GELDANAMYCIN,ZR751,0
DOXORUBICIN,L778123,A2058,1
DOXORUBICIN,L778123,A427,0
DOXORUBICIN,L778123,CAOV3,0
DOXORUBICIN,L778123,ES2,0
DOXORUBICIN,L778123,HCT116,0
DOXORUBICIN,L778123,HT29,1
DOXORUBICIN,L778123,KPL1,0
DOXORUBICIN,L778123,LOVO,0
DOXORUBICIN,L778123,MDAMB436,0
DOXORUBICIN,L778123,NCIH1650,0
DOXORUBICIN,L778123,NCIH2122,0
DOXORUBICIN,L778123,NCIH23,0
DOXORUBICIN,L778123,NCIH520,0
DOXORUBICIN,L778123,OV90,0
DOXORUBICIN,L778123,RKO,0
DOXORUBICIN,L778123,RPMI7951,0
DOXORUBICIN,L778123,SKMEL30,0
DOXORUBICIN,L778123,SKMES1,0
DOXORUBICIN,L778123,SKOV3,0
DOXORUBICIN,L778123,SW837,0
DOXORUBICIN,L778123,UACC62,0
DOXORUBICIN,L778123,VCAP,0
DOXORUBICIN,L778123,ZR751,0
DOXORUBICIN,LAPATINIB,A427,0
DOXORUBICIN,LAPATINIB,CAOV3,1
DOXORUBICIN,LAPATINIB,HCT116,1
DOXORUBICIN,LAPATINIB,HT144,1
DOXORUBICIN,LAPATINIB,HT29,0
DOXORUBICIN,LAPATINIB,LOVO,1
DOXORUBICIN,LAPATINIB,MDAMB436,0
DOXORUBICIN,LAPATINIB,NCIH23,1
DOXORUBICIN,LAPATINIB,NCIH520,0
DOXORUBICIN,LAPATINIB,OV90,0
DOXORUBICIN,LAPATINIB,RKO,1
DOXORUBICIN,LAPATINIB,SW620,1
DOXORUBICIN,LAPATINIB,SW837,1
DOXORUBICIN,LAPATINIB,T47D,1
DOXORUBICIN,LAPATINIB,UACC62,1
DOXORUBICIN,LAPATINIB,ZR751,1
DOXORUBICIN,MK-4827,A2058,0
DOXORUBICIN,MK-4827,A2780,0
DOXORUBICIN,MK-4827,A375,0
DOXORUBICIN,MK-4827,A427,0
DOXORUBICIN,MK-4827,ES2,0
DOXORUBICIN,MK-4827,HCT116,0
DOXORUBICIN,MK-4827,HT144,0
DOXORUBICIN,MK-4827,HT29,0
DOXORUBICIN,MK-4827,KPL1,0
DOXORUBICIN,MK-4827,LOVO,0
DOXORUBICIN,MK-4827,MDAMB436,0
DOXORUBICIN,MK-4827,NCIH2122,0
DOXORUBICIN,MK-4827,NCIH23,0
DOXORUBICIN,MK-4827,OV90,0
DOXORUBICIN,MK-4827,RKO,0
DOXORUBICIN,MK-4827,RPMI7951,0
DOXORUBICIN,MK-4827,SKMES1,0
DOXORUBICIN,MK-4827,SKOV3,0
DOXORUBICIN,MK-4827,SW620,0
DOXORUBICIN,MK-4827,SW837,0
DOXORUBICIN,MK-4827,T47D,1
DOXORUBICIN,MK-4827,UACC62,0
DOXORUBICIN,MK-4827,ZR751,0
DOXORUBICIN,MK-5108,A2058,0
DOXORUBICIN,MK-5108,A2780,0
DOXORUBICIN,MK-5108,A375,0
DOXORUBICIN,MK-5108,A427,0
DOXORUBICIN,MK-5108,CAOV3,0
DOXORUBICIN,MK-5108,ES2,0
DOXORUBICIN,MK-5108,HT144,0
DOXORUBICIN,MK-5108,HT29,1
DOXORUBICIN,MK-5108,KPL1,0
DOXORUBICIN,MK-5108,LOVO,0
DOXORUBICIN,MK-5108,NCIH1650,0
DOXORUBICIN,MK-5108,NCIH2122,0
DOXORUBICIN,MK-5108,NCIH460,0
DOXORUBICIN,MK-5108,NCIH520,0
DOXORUBICIN,MK-5108,OV90,0
DOXORUBICIN,MK-5108,RKO,0
DOXORUBICIN,MK-5108,SKMES1,0
DOXORUBICIN,MK-5108,SKOV3,0
DOXORUBICIN,MK-5108,SW837,0
DOXORUBICIN,MK-5108,UACC62,0
DOXORUBICIN,MK-5108,VCAP,0
DOXORUBICIN,MK-5108,ZR751,0
DOXORUBICIN,MK-8669,A2058,0
DOXORUBICIN,MK-8669,A2780,1
DOXORUBICIN,MK-8669,A375,1
DOXORUBICIN,MK-8669,A427,1
DOXORUBICIN,MK-8669,HCT116,0
DOXORUBICIN,MK-8669,HT144,1
DOXORUBICIN,MK-8669,HT29,1
DOXORUBICIN,MK-8669,KPL1,1
DOXORUBICIN,MK-8669,LOVO,1
DOXORUBICIN,MK-8669,NCIH1650,1
DOXORUBICIN,MK-8669,NCIH2122,0
DOXORUBICIN,MK-8669,NCIH23,0
DOXORUBICIN,MK-8669,NCIH460,1
DOXORUBICIN,MK-8669,RKO,1
DOXORUBICIN,MK-8669,RPMI7951,0
DOXORUBICIN,MK-8669,SKMEL30,1
DOXORUBICIN,MK-8669,SKMES1,1
DOXORUBICIN,MK-8669,SKOV3,1
DOXORUBICIN,MK-8669,SW620,1
DOXORUBICIN,MK-8669,SW837,1
DOXORUBICIN,MK-8669,T47D,1
DOXORUBICIN,MK-8669,UACC62,1
DOXORUBICIN,MK-8669,VCAP,1
DOXORUBICIN,MK-8669,ZR751,1
DOXORUBICIN,PD325901,A2058,1
DOXORUBICIN,PD325901,A2780,1
DOXORUBICIN,PD325901,ES2,1
DOXORUBICIN,PD325901,MDAMB436,0
DOXORUBICIN,PD325901,NCIH2122,0
DOXORUBICIN,PD325901,NCIH460,1
DOXORUBICIN,PD325901,NCIH520,0
DOXORUBICIN,PD325901,RKO,1
DOXORUBICIN,PD325901,RPMI7951,0
DOXORUBICIN,PD325901,SKMEL30,0
DOXORUBICIN,PD325901,SKMES1,0
DOXORUBICIN,PD325901,SKOV3,0
DOXORUBICIN,PD325901,SW620,1
DOXORUBICIN,PD325901,SW837,1
DOXORUBICIN,PD325901,T47D,1
DOXORUBICIN,PD325901,VCAP,1
DOXORUBICIN,PD325901,ZR751,1
DOXORUBICIN,SORAFENIB,A2058,0
DOXORUBICIN,SORAFENIB,A2780,0
DOXORUBICIN,SORAFENIB,A375,0
DOXORUBICIN,SORAFENIB,A427,0
DOXORUBICIN,SORAFENIB,CAOV3,0
DOXORUBICIN,SORAFENIB,ES2,0
DOXORUBICIN,SORAFENIB,HCT116,0
DOXORUBICIN,SORAFENIB,HT144,0
DOXORUBICIN,SORAFENIB,HT29,0
DOXORUBICIN,SORAFENIB,KPL1,0
DOXORUBICIN,SORAFENIB,LOVO,0
DOXORUBICIN,SORAFENIB,MDAMB436,0
DOXORUBICIN,SORAFENIB,NCIH1650,0
DOXORUBICIN,SORAFENIB,NCIH2122,0
DOXORUBICIN,SORAFENIB,NCIH23,0
DOXORUBICIN,SORAFENIB,NCIH460,0
DOXORUBICIN,SORAFENIB,NCIH520,0
DOXORUBICIN,SORAFENIB,OV90,0
DOXORUBICIN,SORAFENIB,RKO,0
DOXORUBICIN,SORAFENIB,RPMI7951,0
DOXORUBICIN,SORAFENIB,SKMEL30,0
DOXORUBICIN,SORAFENIB,SKMES1,0
DOXORUBICIN,SORAFENIB,SKOV3,0
DOXORUBICIN,SORAFENIB,SW620,0
DOXORUBICIN,SORAFENIB,SW837,0
DOXORUBICIN,SORAFENIB,T47D,0
DOXORUBICIN,SORAFENIB,UACC62,0
DOXORUBICIN,SORAFENIB,VCAP,0
DOXORUBICIN,SORAFENIB,ZR751,0
DOXORUBICIN,SUNITINIB,A2058,0
DOXORUBICIN,SUNITINIB,A2780,0
DOXORUBICIN,SUNITINIB,A375,0
DOXORUBICIN,SUNITINIB,CAOV3,0
DOXORUBICIN,SUNITINIB,ES2,0
DOXORUBICIN,SUNITINIB,HCT116,0
DOXORUBICIN,SUNITINIB,HT144,0
DOXORUBICIN,SUNITINIB,HT29,0
DOXORUBICIN,SUNITINIB,LOVO,0
DOXORUBICIN,SUNITINIB,MDAMB436,0
DOXORUBICIN,SUNITINIB,NCIH1650,0
DOXORUBICIN,SUNITINIB,NCIH2122,0
DOXORUBICIN,SUNITINIB,NCIH23,0
DOXORUBICIN,SUNITINIB,NCIH460,0
DOXORUBICIN,SUNITINIB,NCIH520,0
DOXORUBICIN,SUNITINIB,OV90,0
DOXORUBICIN,SUNITINIB,RKO,0
DOXORUBICIN,SUNITINIB,RPMI7951,0
DOXORUBICIN,SUNITINIB,SKMEL30,0
DOXORUBICIN,SUNITINIB,SKMES1,0
DOXORUBICIN,SUNITINIB,SKOV3,0
DOXORUBICIN,SUNITINIB,SW837,0
DOXORUBICIN,SUNITINIB,T47D,0
DOXORUBICIN,SUNITINIB,UACC62,0
DOXORUBICIN,SUNITINIB,VCAP,0
DOXORUBICIN,SUNITINIB,ZR751,0
DOXORUBICIN,ZOLINZA,A375,1
DOXORUBICIN,ZOLINZA,A427,0
DOXORUBICIN,ZOLINZA,CAOV3,0
DOXORUBICIN,ZOLINZA,ES2,1
DOXORUBICIN,ZOLINZA,HCT116,0
DOXORUBICIN,ZOLINZA,HT29,1
DOXORUBICIN,ZOLINZA,KPL1,0
DOXORUBICIN,ZOLINZA,NCIH23,0
DOXORUBICIN,ZOLINZA,NCIH460,1
DOXORUBICIN,ZOLINZA,NCIH520,0
DOXORUBICIN,ZOLINZA,OV90,0
DOXORUBICIN,ZOLINZA,RKO,0
DOXORUBICIN,ZOLINZA,RPMI7951,0
DOXORUBICIN,ZOLINZA,SKMEL30,0
DOXORUBICIN,ZOLINZA,SKMES1,1
DOXORUBICIN,ZOLINZA,SKOV3,1
DOXORUBICIN,ZOLINZA,SW620,0
DOXORUBICIN,ZOLINZA,T47D,1
DOXORUBICIN,ZOLINZA,VCAP,1
ERLOTINIB,ABT-888,A375,0
ERLOTINIB,ABT-888,A427,0
ERLOTINIB,ABT-888,ES2,0
ERLOTINIB,ABT-888,HCT116,0
ERLOTINIB,ABT-888,HT144,0
ERLOTINIB,ABT-888,HT29,0
ERLOTINIB,ABT-888,KPL1,0
ERLOTINIB,ABT-888,NCIH1650,0
ERLOTINIB,ABT-888,NCIH23,0
ERLOTINIB,ABT-888,NCIH460,0
ERLOTINIB,ABT-888,NCIH520,0
ERLOTINIB,ABT-888,OV90,0
ERLOTINIB,ABT-888,RKO,0
ERLOTINIB,ABT-888,RPMI7951,0
ERLOTINIB,ABT-888,SKMEL30,0
ERLOTINIB,ABT-888,SW620,0
ERLOTINIB,ABT-888,T47D,0
ERLOTINIB,ABT-888,UACC62,0
ERLOTINIB,ABT-888,VCAP,0
ERLOTINIB,ABT-888,ZR751,0
ERLOTINIB,BORTEZOMIB,A2058,0
ERLOTINIB,BORTEZOMIB,A2780,0
ERLOTINIB,BORTEZOMIB,A375,1
ERLOTINIB,BORTEZOMIB,A427,0
ERLOTINIB,BORTEZOMIB,CAOV3,0
ERLOTINIB,BORTEZOMIB,ES2,0
ERLOTINIB,BORTEZOMIB,HT144,0
ERLOTINIB,BORTEZOMIB,HT29,0
ERLOTINIB,BORTEZOMIB,MDAMB436,0
ERLOTINIB,BORTEZOMIB,NCIH1650,0
ERLOTINIB,BORTEZOMIB,NCIH2122,0
ERLOTINIB,BORTEZOMIB,NCIH23,0
ERLOTINIB,BORTEZOMIB,NCIH520,0
ERLOTINIB,BORTEZOMIB,OV90,0
ERLOTINIB,BORTEZOMIB,RKO,1
ERLOTINIB,BORTEZOMIB,RPMI7951,0
ERLOTINIB,BORTEZOMIB,SKMES1,0
ERLOTINIB,BORTEZOMIB,SKOV3,0
ERLOTINIB,BORTEZOMIB,SW837,1
ERLOTINIB,BORTEZOMIB,T47D,0
ERLOTINIB,BORTEZOMIB,UACC62,0
ERLOTINIB,BORTEZOMIB,VCAP,1
ERLOTINIB,BORTEZOMIB,ZR751,1
ERLOTINIB,DASATINIB,A2058,1
ERLOTINIB,DASATINIB,A2780,1
ERLOTINIB,DASATINIB,A427,1
ERLOTINIB,DASATINIB,CAOV3,1
ERLOTINIB,DASATINIB,ES2,1
ERLOTINIB,DASATINIB,HCT116,0
ERLOTINIB,DASATINIB,HT144,0
ERLOTINIB,DASATINIB,HT29,1
ERLOTINIB,DASATINIB,KPL1,0
ERLOTINIB,DASATINIB,LOVO,1
ERLOTINIB,DASATINIB,MDAMB436,1
ERLOTINIB,DASATINIB,NCIH1650,1
ERLOTINIB,DASATINIB,NCIH2122,0
ERLOTINIB,DASATINIB,NCIH23,1
ERLOTINIB,DASATINIB,NCIH460,1
ERLOTINIB,DASATINIB,NCIH520,1
ERLOTINIB,DASATINIB,OV90,1
ERLOTINIB,DASATINIB,RKO,1
ERLOTINIB,DASATINIB,RPMI7951,1
ERLOTINIB,DASATINIB,SKMEL30,0
ERLOTINIB,DASATINIB,SKMES1,1
ERLOTINIB,DASATINIB,SKOV3,1
ERLOTINIB,DASATINIB,SW620,1
ERLOTINIB,DASATINIB,SW837,1
ERLOTINIB,DASATINIB,T47D,1
ERLOTINIB,DASATINIB,UACC62,1
ERLOTINIB,DASATINIB,VCAP,1
ERLOTINIB,DASATINIB,ZR751,0
ERLOTINIB,GELDANAMYCIN,A2058,1
ERLOTINIB,GELDANAMYCIN,A2780,0
ERLOTINIB,GELDANAMYCIN,A375,1
ERLOTINIB,GELDANAMYCIN,A427,0
ERLOTINIB,GELDANAMYCIN,ES2,0
ERLOTINIB,GELDANAMYCIN,HCT116,1
ERLOTINIB,GELDANAMYCIN,HT144,1
ERLOTINIB,GELDANAMYCIN,LOVO,0
ERLOTINIB,GELDANAMYCIN,MDAMB436,1
ERLOTINIB,GELDANAMYCIN,NCIH1650,1
ERLOTINIB,GELDANAMYCIN,NCIH2122,1
ERLOTINIB,GELDANAMYCIN,NCIH460,1
ERLOTINIB,GELDANAMYCIN,NCIH520,1
ERLOTINIB,GELDANAMYCIN,OV90,0
ERLOTINIB,GELDANAMYCIN,RPMI7951,0
ERLOTINIB,GELDANAMYCIN,SKMES1,1
ERLOTINIB,GELDANAMYCIN,SW620,0
ERLOTINIB,GELDANAMYCIN,T47D,1
ERLOTINIB,GELDANAMYCIN,UACC62,1
ERLOTINIB,MK-8669,A2058,1
ERLOTINIB,MK-8669,A2780,1
ERLOTINIB,MK-8669,A375,1
ERLOTINIB,MK-8669,A427,1
ERLOTINIB,MK-8669,CAOV3,1
ERLOTINIB,MK-8669,ES2,1
ERLOTINIB,MK-8669,HCT116,1
ERLOTINIB,MK-8669,HT144,1
ERLOTINIB,MK-8669,HT29,1
ERLOTINIB,MK-8669,KPL1,1
ERLOTINIB,MK-8669,LOVO,1
ERLOTINIB,MK-8669,MDAMB436,1
ERLOTINIB,MK-8669,NCIH1650,1
ERLOTINIB,MK-8669,NCIH2122,1
ERLOTINIB,MK-8669,NCIH23,1
ERLOTINIB,MK-8669,NCIH460,1
ERLOTINIB,MK-8669,NCIH520,1
ERLOTINIB,MK-8669,OV90,1
ERLOTINIB,MK-8669,RKO,1
ERLOTINIB,MK-8669,RPMI7951,1
ERLOTINIB,MK-8669,SKMEL30,1
ERLOTINIB,MK-8669,SKMES1,1
ERLOTINIB,MK-8669,SKOV3,1
ERLOTINIB,MK-8669,SW620,1
ERLOTINIB,MK-8669,SW837,1
ERLOTINIB,MK-8669,T47D,1
ERLOTINIB,MK-8669,UACC62,1
ERLOTINIB,MK-8669,VCAP,1
ERLOTINIB,MK-8669,ZR751,1
ERLOTINIB,PD325901,A2780,1
ERLOTINIB,PD325901,A375,1
ERLOTINIB,PD325901,CAOV3,1
ERLOTINIB,PD325901,ES2,1
ERLOTINIB,PD325901,HT144,1
ERLOTINIB,PD325901,HT29,1
ERLOTINIB,PD325901,KPL1,0
ERLOTINIB,PD325901,LOVO,1
ERLOTINIB,PD325901,NCIH1650,1
ERLOTINIB,PD325901,NCIH2122,1
ERLOTINIB,PD325901,NCIH460,1
ERLOTINIB,PD325901,NCIH520,0
ERLOTINIB,PD325901,OV90,0
ERLOTINIB,PD325901,SKMES1,1
ERLOTINIB,PD325901,SKOV3,1
ERLOTINIB,PD325901,SW620,0
ERLOTINIB,PD325901,SW837,1
ERLOTINIB,PD325901,T47D,0
ERLOTINIB,PD325901,VCAP,0
ERLOTINIB,PD325901,ZR751,1
ERLOTINIB,SN-38,A2058,1
ERLOTINIB,SN-38,A2780,1
ERLOTINIB,SN-38,A375,1
ERLOTINIB,SN-38,CAOV3,1
ERLOTINIB,SN-38,ES2,1
ERLOTINIB,SN-38,HCT116,1
ERLOTINIB,SN-38,HT144,1
ERLOTINIB,SN-38,HT29,1
ERLOTINIB,SN-38,KPL1,1
ERLOTINIB,SN-38,LOVO,1
ERLOTINIB,SN-38,MDAMB436,1
ERLOTINIB,SN-38,NCIH2122,1
ERLOTINIB,SN-38,NCIH23,1
ERLOTINIB,SN-38,NCIH460,1
ERLOTINIB,SN-38,OV90,0
ERLOTINIB,SN-38,RKO,1
ERLOTINIB,SN-38,RPMI7951,1
ERLOTINIB,SN-38,SKMEL30,1
ERLOTINIB,SN-38,SKMES1,1
ERLOTINIB,SN-38,SKOV3,1
ERLOTINIB,SN-38,SW620,1
ERLOTINIB,SN-38,SW837,1
ERLOTINIB,SN-38,T47D,1
ERLOTINIB,SN-38,UACC62,1
ERLOTINIB,SN-38,VCAP,1
ERLOTINIB,SN-38,ZR751,1
ERLOTINIB,SORAFENIB,A2058,0
ERLOTINIB,SORAFENIB,A375,1
ERLOTINIB,SORAFENIB,A427,1
ERLOTINIB,SORAFENIB,HCT116,1
ERLOTINIB,SORAFENIB,LOVO,0
ERLOTINIB,SORAFENIB,MDAMB436,0
ERLOTINIB,SORAFENIB,NCIH1650,1
ERLOTINIB,SORAFENIB,NCIH460,1
ERLOTINIB,SORAFENIB,NCIH520,1
ERLOTINIB,SORAFENIB,RKO,1
ERLOTINIB,SORAFENIB,RPMI7951,0
ERLOTINIB,SORAFENIB,SKMES1,0
ERLOTINIB,SORAFENIB,VCAP,1
ERLOTINIB,SORAFENIB,ZR751,0
ERLOTINIB,TOPOTECAN,A2058,1
ERLOTINIB,TOPOTECAN,A2780,1
ERLOTINIB,TOPOTECAN,A375,1
ERLOTINIB,TOPOTECAN,A427,1
ERLOTINIB,TOPOTECAN,CAOV3,1
ERLOTINIB,TOPOTECAN,ES2,1
ERLOTINIB,TOPOTECAN,HCT116,1
ERLOTINIB,TOPOTECAN,HT144,1
ERLOTINIB,TOPOTECAN,HT29,1
ERLOTINIB,TOPOTECAN,KPL1,1
ERLOTINIB,TOPOTECAN,LOVO,1
ERLOTINIB,TOPOTECAN,MDAMB436,1
ERLOTINIB,TOPOTECAN,NCIH1650,1
ERLOTINIB,TOPOTECAN,NCIH2122,1
ERLOTINIB,TOPOTECAN,NCIH23,1
ERLOTINIB,TOPOTECAN,NCIH460,1
ERLOTINIB,TOPOTECAN,NCIH520,1
ERLOTINIB,TOPOTECAN,OV90,1
ERLOTINIB,TOPOTECAN,RKO,1
ERLOTINIB,TOPOTECAN,RPMI7951,1
ERLOTINIB,TOPOTECAN,SKMEL30,1
ERLOTINIB,TOPOTECAN,SKMES1,1
ERLOTINIB,TOPOTECAN,SKOV3,1
ERLOTINIB,TOPOTECAN,SW620,1
ERLOTINIB,TOPOTECAN,SW837,1
ERLOTINIB,TOPOTECAN,T47D,0
ERLOTINIB,TOPOTECAN,UACC62,1
ERLOTINIB,TOPOTECAN,VCAP,1
ERLOTINIB,TOPOTECAN,ZR751,1
ETOPOSIDE,ABT-888,A2780,1
ETOPOSIDE,ABT-888,A427,0
ETOPOSIDE,ABT-888,CAOV3,1
ETOPOSIDE,ABT-888,ES2,0
ETOPOSIDE,ABT-888,LOVO,0
ETOPOSIDE,ABT-888,MDAMB436,1
ETOPOSIDE,ABT-888,NCIH2122,1
ETOPOSIDE,ABT-888,NCIH23,0
ETOPOSIDE,ABT-888,NCIH460,0
ETOPOSIDE,ABT-888,OV90,0
ETOPOSIDE,ABT-888,RPMI7951,0
ETOPOSIDE,ABT-888,SKMEL30,0
ETOPOSIDE,ABT-888,SKOV3,1
ETOPOSIDE,ABT-888,T47D,1
ETOPOSIDE,ABT-888,UACC62,0
ETOPOSIDE,ABT-888,VCAP,1
ETOPOSIDE,ABT-888,ZR751,1
ETOPOSIDE,AZD1775,A2058,1
ETOPOSIDE,AZD1775,A2780,1
ETOPOSIDE,AZD1775,A375,1
ETOPOSIDE,AZD1775,A427,0
ETOPOSIDE,AZD1775,CAOV3,1
ETOPOSIDE,AZD1775,HCT116,1
ETOPOSIDE,AZD1775,HT144,1
ETOPOSIDE,AZD1775,HT29,1
ETOPOSIDE,AZD1775,KPL1,1
ETOPOSIDE,AZD1775,MDAMB436,1
ETOPOSIDE,AZD1775,NCIH1650,1
ETOPOSIDE,AZD1775,NCIH23,0
ETOPOSIDE,AZD1775,OV90,0
ETOPOSIDE,AZD1775,SKMEL30,1
ETOPOSIDE,AZD1775,SW620,0
ETOPOSIDE,AZD1775,SW837,1
ETOPOSIDE,AZD1775,T47D,0
ETOPOSIDE,AZD1775,UACC62,1
ETOPOSIDE,AZD1775,VCAP,1
ETOPOSIDE,BORTEZOMIB,A2058,0
ETOPOSIDE,BORTEZOMIB,A2780,0
ETOPOSIDE,BORTEZOMIB,A375,0
ETOPOSIDE,BORTEZOMIB,A427,0
ETOPOSIDE,BORTEZOMIB,CAOV3,1
ETOPOSIDE,BORTEZOMIB,ES2,0
ETOPOSIDE,BORTEZOMIB,HCT116,0
ETOPOSIDE,BORTEZOMIB,HT29,0
ETOPOSIDE,BORTEZOMIB,KPL1,1
ETOPOSIDE,BORTEZOMIB,NCIH1650,0
ETOPOSIDE,BORTEZOMIB,NCIH2122,0
ETOPOSIDE,BORTEZOMIB,NCIH23,0
ETOPOSIDE,BORTEZOMIB,NCIH460,0
ETOPOSIDE,BORTEZOMIB,NCIH520,0
ETOPOSIDE,BORTEZOMIB,OV90,0
ETOPOSIDE,BORTEZOMIB,RKO,0
ETOPOSIDE,BORTEZOMIB,RPMI7951,0
ETOPOSIDE,BORTEZOMIB,SKMEL30,0
ETOPOSIDE,BORTEZOMIB,SKMES1,0
ETOPOSIDE,BORTEZOMIB,SKOV3,0
ETOPOSIDE,BORTEZOMIB,SW837,0
ETOPOSIDE,BORTEZOMIB,T47D,0
ETOPOSIDE,BORTEZOMIB,UACC62,0
ETOPOSIDE,BORTEZOMIB,VCAP,0
ETOPOSIDE,BORTEZOMIB,ZR751,1
ETOPOSIDE,DASATINIB,A2058,1
ETOPOSIDE,DASATINIB,A2780,1
ETOPOSIDE,DASATINIB,A375,1
ETOPOSIDE,DASATINIB,A427,1
ETOPOSIDE,DASATINIB,CAOV3,1
ETOPOSIDE,DASATINIB,ES2,0
ETOPOSIDE,DASATINIB,HT144,0
ETOPOSIDE,DASATINIB,HT29,1
ETOPOSIDE,DASATINIB,KPL1,1
ETOPOSIDE,DASATINIB,LOVO,1
ETOPOSIDE,DASATINIB,MDAMB436,1
ETOPOSIDE,DASATINIB,NCIH1650,1
ETOPOSIDE,DASATINIB,NCIH2122,0
ETOPOSIDE,DASATINIB,NCIH23,0
ETOPOSIDE,DASATINIB,NCIH460,1
ETOPOSIDE,DASATINIB,NCIH520,1
ETOPOSIDE,DASATINIB,RKO,1
ETOPOSIDE,DASATINIB,RPMI7951,1
ETOPOSIDE,DASATINIB,SKMEL30,0
ETOPOSIDE,DASATINIB,SKMES1,1
ETOPOSIDE,DASATINIB,SW620,1
ETOPOSIDE,DASATINIB,SW837,1
ETOPOSIDE,DASATINIB,T47D,0
ETOPOSIDE,ERLOTINIB,A2780,1
ETOPOSIDE,ERLOTINIB,A375,1
ETOPOSIDE,ERLOTINIB,CAOV3,1
ETOPOSIDE,ERLOTINIB,ES2,1
ETOPOSIDE,ERLOTINIB,HCT116,1
ETOPOSIDE,ERLOTINIB,HT144,1
ETOPOSIDE,ERLOTINIB,HT29,1
ETOPOSIDE,ERLOTINIB,KPL1,1
ETOPOSIDE,ERLOTINIB,LOVO,1
ETOPOSIDE,ERLOTINIB,MDAMB436,1
ETOPOSIDE,ERLOTINIB,NCIH1650,1
ETOPOSIDE,ERLOTINIB,NCIH2122,1
ETOPOSIDE,ERLOTINIB,NCIH23,0
ETOPOSIDE,ERLOTINIB,NCIH460,1
ETOPOSIDE,ERLOTINIB,NCIH520,1
ETOPOSIDE,ERLOTINIB,OV90,1
ETOPOSIDE,ERLOTINIB,RKO,1
ETOPOSIDE,ERLOTINIB,RPMI7951,0
ETOPOSIDE,ERLOTINIB,SKMEL30,1
ETOPOSIDE,ERLOTINIB,SKMES1,1
ETOPOSIDE,ERLOTINIB,SKOV3,1
ETOPOSIDE,ERLOTINIB,SW620,1
ETOPOSIDE,ERLOTINIB,SW837,1
ETOPOSIDE,ERLOTINIB,T47D,0
ETOPOSIDE,ERLOTINIB,UACC62,1
ETOPOSIDE,ERLOTINIB,VCAP,1
ETOPOSIDE,ERLOTINIB,ZR751,1
ETOPOSIDE,GELDANAMYCIN,A2058,1
ETOPOSIDE,GELDANAMYCIN,A2780,1
ETOPOSIDE,GELDANAMYCIN,CAOV3,1
ETOPOSIDE,GELDANAMYCIN,ES2,0
ETOPOSIDE,GELDANAMYCIN,HCT116,0
ETOPOSIDE,GELDANAMYCIN,HT144,1
ETOPOSIDE,GELDANAMYCIN,KPL1,1
ETOPOSIDE,GELDANAMYCIN,LOVO,0
ETOPOSIDE,GELDANAMYCIN,MDAMB436,1
ETOPOSIDE,GELDANAMYCIN,NCIH1650,1
ETOPOSIDE,GELDANAMYCIN,NCIH2122,0
ETOPOSIDE,GELDANAMYCIN,NCIH23,0
ETOPOSIDE,GELDANAMYCIN,RKO,0
ETOPOSIDE,GELDANAMYCIN,RPMI7951,0
ETOPOSIDE,GELDANAMYCIN,SKMEL30,1
ETOPOSIDE,GELDANAMYCIN,SKMES1,0
